,Fighter1,Fighter2,Winner,WeightClass
0,Dominique Steele,Dong Hyun Kim,Dominique Steele,Welterweight
0,Neil Magny,Kelvin Gastelum,Neil Magny,Welterweight
0,Ricardo Lamas,Diego Sanchez,Ricardo Lamas,Featherweight
0,Henry Cejudo,Jussier Formiga,Henry Cejudo,Flyweight
0,Erick Montano,Enrique Marin,Erick Montano,Welterweight
0,Enrique Barzola,Horacio Gutierrez,Enrique Barzola,Lightweight
0,Leandro Silva,Efrain Escudero,Leandro Silva,Lightweight
0,Erik Perez,Taylor Lapilus,Erik Perez,Bantamweight
0,Bartosz Fabinski,Hector Urbina,Bartosz Fabinski,Welterweight
0,Alejandro Perez,Scott Jorgensen,Alejandro Perez,Bantamweight
0,Andre Fili,Gabriel Benitez,Andre Fili,Featherweight
0,Alvaro Herrera,Vernon Ramos,Alvaro Herrera,Welterweight
0,Polo Reyes,Cesar Arzamendia,Polo Reyes,Lightweight
0,Michel Prazeres,Valmir Lazaro,Michel Prazeres,Lightweight
0,Holly Holm,Ronda Rousey,Holly Holm,Women's Bantamweight
0,Joanna Jedrzejczyk,Valerie Letourneau,Joanna Jedrzejczyk,Women's Strawweight
0,Mark Hunt,Antonio Silva,Mark Hunt,Heavyweight
0,Robert Whittaker,Uriah Hall,Robert Whittaker,Middleweight
0,Jared Rosholt,Stefan Struve,Jared Rosholt,Heavyweight
0,Jake Matthews,Akbarh Arreola,Jake Matthews,Lightweight
0,Kyle Noke,Peter Sobotta,Kyle Noke,Welterweight
0,Gian Villante,Anthony Perosh,Gian Villante,Light Heavyweight
0,Danny Martinez,Richie Vaculik,Danny Martinez,Flyweight
0,Daniel Kelly,Steve Montgomery,Daniel Kelly,Middleweight
0,Richard Walsh,Steve Kennedy,Richard Walsh,Welterweight
0,James Moontasri,Anton Zafir,James Moontasri,Welterweight
0,Ben Nguyen,Ryan Benoit,Ben Nguyen,Flyweight
0,Vitor Belfort,Dan Henderson,Vitor Belfort,Middleweight
0,Glover Teixeira,Patrick Cummins,Glover Teixeira,Light Heavyweight
0,Thomas Almeida,Anthony Birchak,Thomas Almeida,Bantamweight
0,Alex Oliveira,Piotr Hallmann,Alex Oliveira,Lightweight
0,Rashid Magomedov,Gilbert Burns,Rashid Magomedov,Lightweight
0,Corey Anderson,Fabio Maldonado,Corey Anderson,Light Heavyweight
0,Abel Trujillo,Gleison Tibau,Abel Trujillo,Lightweight
0,Johnny Case,Yan Cabral,Johnny Case,Lightweight
0,Thiago Tavares,Clay Guida,Thiago Tavares,Featherweight
0,Chas Skelly,Kevin Souza,Chas Skelly,Featherweight
0,Viscardi Andrade,Gasan Umalatov,Viscardi Andrade,Welterweight
0,Jimmie Rivera,Pedro Munhoz,Jimmie Rivera,Bantamweight
0,Matheus Nicolau,Bruno Korea,Matheus Nicolau,Bantamweight
0,Louis Smolka,Paddy Holohan,Louis Smolka,Flyweight
0,Norman Parke,Reza Madadi,Norman Parke,Lightweight
0,draw,Nicolas Dalby,draw,0
0,Neil Seery,Jon Delos Reyes,Neil Seery,Flyweight
0,Stevie Ray,Mickael Lebout,Stevie Ray,Lightweight
0,Aisling Daly,Ericka Almeida,Aisling Daly,Women's Strawweight
0,Krzysztof Jotko,Scott Askham,Krzysztof Jotko,Middleweight
0,Tom Breese,Cathal Pendred,Tom Breese,Welterweight
0,Darren Elkins,Rob Whiteford,Darren Elkins,Featherweight
0,Garreth McLellan,Bubba Bush,Garreth McLellan,Middleweight
0,Daniel Cormier,Alexander Gustafsson,Daniel Cormier,Light Heavyweight
0,Ryan Bader,Rashad Evans,Ryan Bader,Light Heavyweight
0,Ruslan Magomedov,Shawn Jordan,Ruslan Magomedov,Heavyweight
0,Joseph Benavidez,Ali Bagautinov,Joseph Benavidez,Flyweight
0,Julianna Pena,Jessica Eye,Julianna Pena,Women's Bantamweight
0,Yair Rodriguez,Dan Hooker,Yair Rodriguez,Featherweight
0,Albert Tumenov,Alan Jouban,Albert Tumenov,Welterweight
0,Adriano Martins,Islam Makhachev,Adriano Martins,Lightweight
0,Rose Namajunas,Angela Hill,Rose Namajunas,Women's Strawweight
0,Sage Northcutt,Francisco Trevino,Sage Northcutt,Lightweight
0,Sergio Pettis,Chris Cariaso,Sergio Pettis,Flyweight
0,Derrick Lewis,Viktor Pesta,Derrick Lewis,Heavyweight
0,Josh Barnett,Roy Nelson,Josh Barnett,Heavyweight
0,Uriah Hall,Gegard Mousasi,Uriah Hall,Middleweight
0,Kyoji Horiguchi,Chico Camus,Kyoji Horiguchi,Flyweight
0,Takeya Mizugaki,George Roop,Takeya Mizugaki,Bantamweight
0,Diego Brandao,Katsunori Kikuno,Diego Brandao,Featherweight
0,draw,Mizuto Hirota,draw,0
0,Keita Nakamura,Li Jingliang,Keita Nakamura,Welterweight
0,Nick Hein,Yusuke Kasuya,Nick Hein,Lightweight
0,Kajan Johnson,Naoyuki Kotani,Kajan Johnson,Lightweight
0,Shinsho Anzai,Roger Zapata,Shinsho Anzai,Welterweight
0,Demetrious Johnson,John Dodson,Demetrious Johnson,Flyweight
0,Andrei Arlovski,Frank Mir,Andrei Arlovski,Heavyweight
0,Anthony Johnson,Jimi Manuwa,Anthony Johnson,Light Heavyweight
0,Corey Anderson,Jan Blachowicz,Corey Anderson,Light Heavyweight
0,Paige VanZant,Alex Chambers,Paige VanZant,Women's Strawweight
0,Ross Pearson,Paul Felder,Ross Pearson,Lightweight
0,John Lineker,Francisco Rivera,John Lineker,Bantamweight
0,Raquel Pennington,Jessica Andrade,Raquel Pennington,Women's Bantamweight
0,Tiago Trator,Clay Collard,Tiago Trator,Featherweight
0,Joe Riggs,Ron Stallings,Joe Riggs,Middleweight
0,Joaquim Silva,Nazareno Malegarie,Joaquim Silva,Lightweight
0,Max Holloway,Charles Oliveira,Max Holloway,Featherweight
0,Neil Magny,Erick Silva,Neil Magny,Welterweight
0,Patrick Cote,Joshua Burkman,Patrick Cote,Welterweight
0,Francisco Trinaldo,Chad Laprise,Francisco Trinaldo,Lightweight
0,Olivier Aubin-Mercier,Tony Sims,Olivier Aubin-Mercier,Lightweight
0,Valerie Letourneau,Maryna Moroz,Valerie Letourneau,Women's Strawweight
0,Frankie Perez,Sam Stout,Frankie Perez,Lightweight
0,Felipe Arantes,Yves Jabouin,Felipe Arantes,Bantamweight
0,Nikita Krylov,Marcos Rogerio de Lima,Nikita Krylov,Light Heavyweight
0,Chris Kelades,Chris Beal,Chris Kelades,Flyweight
0,Shane Campbell,Elias Silverio,Shane Campbell,Lightweight
0,Misha Cirkunov,Daniel Jolly,Misha Cirkunov,Light Heavyweight
0,Glover Teixeira,Ovince Saint Preux,Glover Teixeira,Light Heavyweight
0,Beneil Dariush,Michael Johnson,Beneil Dariush,Lightweight
0,Derek Brunson,Sam Alvey,Derek Brunson,Middleweight
0,Jared Rosholt,Tim Johnson,Jared Rosholt,Heavyweight
0,Amanda Nunes,Sara McMann,Amanda Nunes,Women's Bantamweight
0,Ray Borg,Geane Herrera,Ray Borg,Flyweight
0,Uriah Hall,Oluwale Bamgbose,Uriah Hall,Middleweight
0,Chris Camozzi,Tom Watson,Chris Camozzi,Middleweight
0,Dustin Ortiz,Willie Gates,Dustin Ortiz,Flyweight
0,Frankie Saenz,Sirwan Kakai,Frankie Saenz,Bantamweight
0,Jonathan Wilson,Chris Dempsey,Jonathan Wilson,Light Heavyweight
0,Marlon Vera,Roman Salazar,Marlon Vera,Bantamweight
0,Scott Holtzman,Anthony Christodoulou,Scott Holtzman,Lightweight
0,Ronda Rousey,Bethe Correia,Ronda Rousey,Women's Bantamweight
0,Mauricio Rua,Rogerio Nogueira,Mauricio Rua,Light Heavyweight
0,Glaico Franca,Fernando Bruno,Glaico Franca,Lightweight
0,Reginaldo Vieira,Dileno Lopes,Reginaldo Vieira,Bantamweight
0,Stefan Struve,Minotauro Nogueira,Stefan Struve,Heavyweight
0,Antonio Silva,Soa Palelei,Antonio Silva,Heavyweight
0,Claudia Gadelha,Jessica Aguilar,Claudia Gadelha,Women's Strawweight
0,Demian Maia,Neil Magny,Demian Maia,Welterweight
0,Patrick Cummins,Rafael Feijao,Patrick Cummins,Light Heavyweight
0,Warlley Alves,Nordine Taleb,Warlley Alves,Welterweight
0,Iuri Alcantara,Leandro Issa,Iuri Alcantara,Bantamweight
0,Vitor Miranda,Clint Hester,Vitor Miranda,Middleweight
0,Guido Cannetti,Hugo Viana,Guido Cannetti,Bantamweight
0,TJ Dillashaw,Renan Barao,TJ Dillashaw,Bantamweight
0,Miesha Tate,Jessica Eye,Miesha Tate,Women's Bantamweight
0,Edson Barboza,Paul Felder,Edson Barboza,Lightweight
0,Joe Lauzon,Takanori Gomi,Joe Lauzon,Lightweight
0,Tom Lawlor,Gian Villante,Tom Lawlor,Light Heavyweight
0,Jim Miller,Danny Castillo,Jim Miller,Lightweight
0,Ben Saunders,Kenny Robertson,Ben Saunders,Welterweight
0,Bryan Caraway,Eddie Wineland,Bryan Caraway,Bantamweight
0,James Krause,Daron Cruickshank,James Krause,Lightweight
0,Andrew Holbrook,Ramsey Nijem,Andrew Holbrook,Lightweight
0,Elizabeth Phillips,Jessamyn Duke,Elizabeth Phillips,Women's Bantamweight
0,Zak Cummings,Dominique Steele,Zak Cummings,Middleweight
0,Michael Bisping,Thales Leites,Michael Bisping,Middleweight
0,Evan Dunham,Ross Pearson,Evan Dunham,Lightweight
0,Joe Duffy,Ivan Jorge,Joe Duffy,Lightweight
0,Joanne Calderwood,Cortney Casey,Joanne Calderwood,Women's Strawweight
0,Leon Edwards,Pawel Pawlak,Leon Edwards,Welterweight
0,Stevie Ray,Leonardo Mafra,Stevie Ray,Lightweight
0,Paddy Holohan,Vaughan Lee,Paddy Holohan,Flyweight
0,Ilir Latifi,Hans Stringer,Ilir Latifi,Light Heavyweight
0,Mickael Lebout,Teemu Packalen,Mickael Lebout,Lightweight
0,Rob Whiteford,Paul Redmond,Rob Whiteford,Featherweight
0,Jimmie Rivera,Marcus Brimage,Jimmie Rivera,Bantamweight
0,Daniel Omielanczuk,Chris de la Rocha,Daniel Omielanczuk,Heavyweight
0,Frank Mir,Todd Duffee,Frank Mir,Heavyweight
0,Tony Ferguson,Josh Thomson,Tony Ferguson,Lightweight
0,Holly Holm,Marion Reneau,Holly Holm,Women's Bantamweight
0,Manvel Gamburyan,Scott Jorgensen,Manvel Gamburyan,Bantamweight
0,Kevin Lee,James Moontasri,Kevin Lee,Lightweight
0,Alan Jouban,Matt Dwyer,Alan Jouban,Welterweight
0,Sam Sicilia,Yaotzin Meza,Sam Sicilia,Featherweight
0,Jessica Andrade,Sarah Moras,Jessica Andrade,Women's Bantamweight
0,Rani Yahya,Masanori Kanehara,Rani Yahya,Bantamweight
0,Sean Strickland,Igor Araujo,Sean Strickland,Welterweight
0,Kevin Casey,Ildemar Alcantara,Kevin Casey,Middleweight
0,Lyman Good,Andrew Craig,Lyman Good,Welterweight
0,Stephen Thompson,Jake Ellenberger,Stephen Thompson,Welterweight
0,Kamaru Usman,Hayder Hassan,Kamaru Usman,Welterweight
0,Michael Graves,Vicente Luque,Michael Graves,Welterweight
0,Jorge Masvidal,Cezar Ferreira,Jorge Masvidal,Welterweight
0,Michelle Waterson,Angela Magana,Michelle Waterson,Women's Strawweight
0,Maximo Blanco,Mike de la Torre,Maximo Blanco,Featherweight
0,Josh Samman,Caio Magalhaes,Josh Samman,Middleweight
0,Jerrod Sanders,Russell Doane,Jerrod Sanders,Bantamweight
0,Trevor Smith,Dan Miller,Trevor Smith,Middleweight
0,George Sullivan,Dominic Waters,George Sullivan,Welterweight
0,Willie Gates,Darrell Montague,Willie Gates,Flyweight
0,Conor McGregor,Chad Mendes,Conor McGregor,Featherweight
0,Robbie Lawler,Rory MacDonald,Robbie Lawler,Welterweight
0,Jeremy Stephens,Dennis Bermudez,Jeremy Stephens,Featherweight
0,Gunnar Nelson,Brandon Thatch,Gunnar Nelson,Welterweight
0,Thomas Almeida,Brad Pickett,Thomas Almeida,Bantamweight
0,Matt Brown,Tim Means,Matt Brown,Welterweight
0,Alex Garcia,Mike Swick,Alex Garcia,Welterweight
0,John Howard,Cathal Pendred,John Howard,Welterweight
0,Cody Garbrandt,Henry Briones,Cody Garbrandt,Bantamweight
0,Louis Smolka,Neil Seery,Louis Smolka,Flyweight
0,Cody Pfister,Yosdenis Cedeno,Cody Pfister,Lightweight
0,Yoel Romero,Lyoto Machida,Yoel Romero,Middleweight
0,Lorenz Larkin,Santiago Ponzinibbio,Lorenz Larkin,Welterweight
0,Antonio Carlos Junior,Eddie Gordon,Antonio Carlos Junior,Middleweight
0,Thiago Santos,Steve Bosse,Thiago Santos,Middleweight
0,Hacran Dias,Levan Makashvili,Hacran Dias,Featherweight
0,Alex Oliveira,Joe Merritt,Alex Oliveira,Welterweight
0,Leandro Silva,Lewis Gonzalez,Leandro Silva,Welterweight
0,Tony Sims,Steve Montgomery,Tony Sims,Welterweight
0,Sirwan Kakai,Danny Martinez,Sirwan Kakai,Bantamweight
0,Joanna Jedrzejczyk,Jessica Penne,Joanna Jedrzejczyk,Women's Strawweight
0,Tatsuya Kawajiri,Dennis Siver,Tatsuya Kawajiri,Featherweight
0,Peter Sobotta,Steve Kennedy,Peter Sobotta,Welterweight
0,Nick Hein,Lukasz Sajewski,Nick Hein,Lightweight
0,Makwan Amirkhani,Masio Fullen,Makwan Amirkhani,Featherweight
0,Mairbek Taisumov,Alan Patrick,Mairbek Taisumov,Lightweight
0,Arnold Allen,Alan Omer,Arnold Allen,Featherweight
0,Noad Lahat,Niklas Backstrom,Noad Lahat,Featherweight
0,Scott Askham,Antonio Dos Santos,Scott Askham,Middleweight
0,Magomed Mustafaev,Piotr Hallmann,Magomed Mustafaev,Lightweight
0,Taylor Lapilus,Ulka Sasaki,Taylor Lapilus,Bantamweight
0,Fabricio Werdum,Cain Velasquez,Fabricio Werdum,Heavyweight
0,Eddie Alvarez,Gilbert Melendez,Eddie Alvarez,Lightweight
0,Kelvin Gastelum,Nate Marquardt,Kelvin Gastelum,Middleweight
0,Yair Rodriguez,Charles Rosa,Yair Rodriguez,Featherweight
0,Tecia Torres,Angela Hill,Tecia Torres,Women's Strawweight
0,Henry Cejudo,Chico Camus,Henry Cejudo,Flyweight
0,Efrain Escudero,Drew Dober,Efrain Escudero,Lightweight
0,Patrick Williams,Alejandro Perez,Patrick Williams,Bantamweight
0,Johnny Case,Francisco Trevino,Johnny Case,Lightweight
0,Cathal Pendred,Augusto Montano,Cathal Pendred,Welterweight
0,Gabriel Benitez,Clay Collard,Gabriel Benitez,Featherweight
0,Dan Henderson,Tim Boetsch,Dan Henderson,Middleweight
0,Ben Rothwell,Matt Mitrione,Ben Rothwell,Heavyweight
0,Dustin Poirier,Yancy Medeiros,Dustin Poirier,Lightweight
0,Brian Ortega,Thiago Tavares,Brian Ortega,Featherweight
0,Anthony Birchak,Joe Soto,Anthony Birchak,Bantamweight
0,Francisco Rivera,Alex Caceres,Francisco Rivera,Bantamweight
0,Shawn Jordan,Derrick Lewis,Shawn Jordan,Heavyweight
0,Omari Akhmedov,Brian Ebersole,Omari Akhmedov,Welterweight
0,Chris Wade,Christos Giagos,Chris Wade,Lightweight
0,Joe Proctor,Justin Edwards,Joe Proctor,Lightweight
0,Jake Collier,Ricardo Abreu,Jake Collier,Middleweight
0,Jose Quinonez,Leonardo Morales,Jose Quinonez,Bantamweight
0,Carlos Condit,Thiago Alves,Carlos Condit,Welterweight
0,Charles Oliveira,Nik Lentz,Charles Oliveira,Featherweight
0,Alex Oliveira,KJ Noons,Alex Oliveira,Welterweight
0,Francimar Barroso,Ryan Jimmo,Francimar Barroso,Light Heavyweight
0,Francisco Trinaldo,Norman Parke,Francisco Trinaldo,Lightweight
0,Darren Till,Wendell Oliveira,Darren Till,Welterweight
0,nc,Rony Jason,nc,0
0,Jussier Formiga,Wilson Reis,Jussier Formiga,Flyweight
0,Nicolas Dalby,Elizeu Zaleski dos Santos,Nicolas Dalby,Welterweight
0,Mirsad Bektic,Lucas Martins,Mirsad Bektic,Featherweight
0,Juliana Lima,Ericka Almeida,Juliana Lima,Women's Strawweight
0,Tom Breese,Luiz Dutra,Tom Breese,Welterweight
0,Daniel Cormier,Anthony Johnson,Daniel Cormier,Light Heavyweight
0,Chris Weidman,Vitor Belfort,Chris Weidman,Middleweight
0,Donald Cerrone,John Makdessi,Donald Cerrone,Lightweight
0,Andrei Arlovski,Travis Browne,Andrei Arlovski,Heavyweight
0,Joseph Benavidez,John Moraga,Joseph Benavidez,Flyweight
0,John Dodson,Zach Makovsky,John Dodson,Flyweight
0,Dong Hyun Kim,Joshua Burkman,Dong Hyun Kim,Welterweight
0,Rafael Natal,Uriah Hall,Rafael Natal,Middleweight
0,Colby Covington,Mike Pyle,Colby Covington,Welterweight
0,Islam Makhachev,Leo Kuntz,Islam Makhachev,Lightweight
0,Justin Scoggins,Joshua Sampo,Justin Scoggins,Flyweight
0,Frankie Edgar,Urijah Faber,Frankie Edgar,Featherweight
0,Gegard Mousasi,Costas Philippou,Gegard Mousasi,Middleweight
0,Mark Munoz,Luke Barnatt,Mark Munoz,Middleweight
0,Neil Magny,Hyun Gyu Lim,Neil Magny,Welterweight
0,Phillipe Nover,Yui Chul Nam,Phillipe Nover,Featherweight
0,Levan Makashvili,Mark Eddiva,Levan Makashvili,Featherweight
0,Jon Tuck,Tae Hyun Bang,Jon Tuck,Lightweight
0,Kajan Johnson,Zhang Lipeng,Kajan Johnson,Lightweight
0,Li Jingliang,Dhiego Lima,Li Jingliang,Welterweight
0,Ning Guangyou,Royston Wee,Ning Guangyou,Bantamweight
0,Jon Delos Reyes,Roldan Sangcha-an,Jon Delos Reyes,Flyweight
0,Yao Zhikui,Nolan Ticman,Yao Zhikui,Flyweight
0,Stipe Miocic,Mark Hunt,Stipe Miocic,Heavyweight
0,Robert Whittaker,Brad Tavares,Robert Whittaker,Middleweight
0,Sean O'Connell,Anthony Perosh,Sean O'Connell,Light Heavyweight
0,James Vick,Jake Matthews,James Vick,Lightweight
0,Dan Hooker,Hatsu Hioki,Dan Hooker,Featherweight
0,Kyle Noke,Jonavin Webb,Kyle Noke,Welterweight
0,Sam Alvey,Daniel Kelly,Sam Alvey,Middleweight
0,Bec Rawlings,Lisa Ellis,Bec Rawlings,Women's Strawweight
0,Bradley Scott,Dylan Andrews,Bradley Scott,Middleweight
0,Alex Chambers,Kailin Curran,Alex Chambers,Women's Strawweight
0,Brendan O'Reilly,Vik Grujic,Brendan O'Reilly,Welterweight
0,Ben Nguyen,Alptekin Ozkilic,Ben Nguyen,Flyweight
0,Demetrious Johnson,Kyoji Horiguchi,Demetrious Johnson,Flyweight
0,Rampage Jackson,Fabio Maldonado,Rampage Jackson,Catch Weight
0,Michael Bisping,CB Dollaway,Michael Bisping,Middleweight
0,John Makdessi,Shane Campbell,John Makdessi,Catch Weight
0,Thomas Almeida,Yves Jabouin,Thomas Almeida,Bantamweight
0,Patrick Cote,Joe Riggs,Patrick Cote,Welterweight
0,Alexis Davis,Sarah Kaufman,Alexis Davis,Women's Bantamweight
0,Chad Laprise,Bryan Barberena,Chad Laprise,Lightweight
0,Olivier Aubin-Mercier,David Michaud,Olivier Aubin-Mercier,Lightweight
0,Nordine Taleb,Chris Clements,Nordine Taleb,Welterweight
0,Valerie Letourneau,Jessica Rakoczy,Valerie Letourneau,Women's Strawweight
0,Randa Markos,Aisling Daly,Randa Markos,Women's Strawweight
0,Luke Rockhold,Lyoto Machida,Luke Rockhold,Middleweight
0,Jacare Souza,Chris Camozzi,Jacare Souza,Middleweight
0,Max Holloway,Cub Swanson,Max Holloway,Featherweight
0,Paige VanZant,Felice Herrig,Paige VanZant,Women's Strawweight
0,Beneil Dariush,Jim Miller,Beneil Dariush,Lightweight
0,Ovince Saint Preux,Patrick Cummins,Ovince Saint Preux,Light Heavyweight
0,Gian Villante,Corey Anderson,Gian Villante,Light Heavyweight
0,Aljamain Sterling,Takeya Mizugaki,Aljamain Sterling,Bantamweight
0,Tim Means,George Sullivan,Tim Means,Welterweight
0,Diego Brandao,Jimy Hettes,Diego Brandao,Featherweight
0,Chris Dempsey,Eddie Gordon,Chris Dempsey,Middleweight
0,Mirko Cro Cop,Gabriel Gonzaga,Mirko Cro Cop,Heavyweight
0,Jimi Manuwa,Jan Blachowicz,Jimi Manuwa,Light Heavyweight
0,Pawel Pawlak,Sheldon Westcott,Pawel Pawlak,Welterweight
0,Maryna Moroz,Joanne Calderwood,Maryna Moroz,Women's Strawweight
0,Leon Edwards,Seth Baczynski,Leon Edwards,Welterweight
0,Bartosz Fabinski,Garreth McLellan,Bartosz Fabinski,Middleweight
0,Sergio Moraes,Mickael Lebout,Sergio Moraes,Welterweight
0,Yaotzin Meza,Damian Stasiak,Yaotzin Meza,Featherweight
0,Anthony Hamilton,Daniel Omielanczuk,Anthony Hamilton,Heavyweight
0,Alexandra Albu,Izabela Badurek,Alexandra Albu,Women's Strawweight
0,Stevie Ray,Marcin Bandel,Stevie Ray,Lightweight
0,Taylor Lapilus,Rocky Lee,Taylor Lapilus,Featherweight
0,Chad Mendes,Ricardo Lamas,Chad Mendes,Featherweight
0,Al Iaquinta,Jorge Masvidal,Al Iaquinta,Lightweight
0,Michael Chiesa,Mitch Clarke,Michael Chiesa,Lightweight
0,Julianna Pena,Milana Dudieva,Julianna Pena,Women's Bantamweight
0,Clay Guida,Robert Peralta,Clay Guida,Featherweight
0,Dustin Poirier,Diego Ferreira,Dustin Poirier,Lightweight
0,Liz Carmouche,Lauren Murphy,Liz Carmouche,Women's Bantamweight
0,Alexander Yakovlev,Gray Maynard,Alexander Yakovlev,Lightweight
0,Tim Johnson,Shamil Abdurakhimov,Tim Johnson,Heavyweight
0,Ron Stallings,Justin Jones,Ron Stallings,Middleweight
0,Demian Maia,Ryan LaFlare,Demian Maia,Welterweight
0,Erick Silva,Josh Koscheck,Erick Silva,Welterweight
0,Leonardo Santos,Tony Martin,Leonardo Santos,Lightweight
0,Amanda Nunes,Shayna Baszler,Amanda Nunes,Women's Bantamweight
0,Gilbert Burns,Alex Oliveira,Gilbert Burns,Lightweight
0,Godofredo Pepey,Andre Fili,Godofredo Pepey,Featherweight
0,Francisco Trinaldo,Akbarh Arreola,Francisco Trinaldo,Lightweight
0,Kevin Souza,Katsunori Kikuno,Kevin Souza,Featherweight
0,nc,Leandro Silva,nc,0
0,Leonardo Mafra,Cain Carrizosa,Leonardo Mafra,Lightweight
0,Christos Giagos,Jorge de Oliveira,Christos Giagos,Lightweight
0,Fredy Serrano,Bentley Syler,Fredy Serrano,Flyweight
0,Rafael Dos Anjos,Anthony Pettis,Rafael Dos Anjos,Lightweight
0,Joanna Jedrzejczyk,Carla Esparza,Joanna Jedrzejczyk,Women's Strawweight
0,Johny Hendricks,Matt Brown,Johny Hendricks,Welterweight
0,Alistair Overeem,Roy Nelson,Alistair Overeem,Heavyweight
0,Henry Cejudo,Chris Cariaso,Henry Cejudo,Flyweight
0,Ross Pearson,Sam Stout,Ross Pearson,Lightweight
0,Elias Theodorou,Roger Narvaez,Elias Theodorou,Middleweight
0,Beneil Dariush,Daron Cruickshank,Beneil Dariush,Lightweight
0,Jared Rosholt,Josh Copeland,Jared Rosholt,Heavyweight
0,Ryan Benoit,Sergio Pettis,Ryan Benoit,Flyweight
0,Joe Duffy,Jake Lindsey,Joe Duffy,Lightweight
0,Germaine de Randamie,Larissa Pacheco,Germaine de Randamie,Women's Bantamweight
0,Ronda Rousey,Cat Zingano,Ronda Rousey,Women's Bantamweight
0,Holly Holm,Raquel Pennington,Holly Holm,Women's Bantamweight
0,Jake Ellenberger,Josh Koscheck,Jake Ellenberger,Welterweight
0,Alan Jouban,Richard Walsh,Alan Jouban,Welterweight
0,Tony Ferguson,Gleison Tibau,Tony Ferguson,Lightweight
0,Roan Carneiro,Mark Munoz,Roan Carneiro,Middleweight
0,nc,Roman Salazar,nc,0
0,Tim Means,Dhiego Lima,Tim Means,Welterweight
0,Derrick Lewis,Ruan Potts,Derrick Lewis,Heavyweight
0,Valmir Lazaro,James Krause,Valmir Lazaro,Lightweight
0,Masio Fullen,Alex Torres,Masio Fullen,Featherweight
0,Frank Mir,Antonio Silva,Frank Mir,Heavyweight
0,Michael Johnson,Edson Barboza,Michael Johnson,Lightweight
0,Sam Alvey,Cezar Ferreira,Sam Alvey,Middleweight
0,Adriano Martins,Rustam Khabilov,Adriano Martins,Lightweight
0,Frankie Saenz,Iuri Alcantara,Frankie Saenz,Bantamweight
0,Santiago Ponzinibbio,Sean Strickland,Santiago Ponzinibbio,Welterweight
0,Marion Reneau,Jessica Andrade,Marion Reneau,Women's Bantamweight
0,Matt Dwyer,William Patolino,Matt Dwyer,Welterweight
0,Mike de la Torre,Tiago Trator,Mike de la Torre,Featherweight
0,Douglas Silva de Andrade,Cody Gibson,Douglas Silva de Andrade,Bantamweight
0,Ivan Jorge,Josh Shockley,Ivan Jorge,Lightweight
0,Benson Henderson,Brandon Thatch,Benson Henderson,Welterweight
0,Max Holloway,Cole Miller,Max Holloway,Featherweight
0,Neil Magny,Kiichi Kunimoto,Neil Magny,Welterweight
0,Daniel Kelly,Patrick Walsh,Daniel Kelly,Middleweight
0,Kevin Lee,Michel Prazeres,Kevin Lee,Lightweight
0,Ray Borg,Chris Kelades,Ray Borg,Flyweight
0,Efrain Escudero,Rodrigo de Lima,Efrain Escudero,Lightweight
0,Chas Skelly,Jim Alers,Chas Skelly,Featherweight
0,Zach Makovsky,Tim Elliott,Zach Makovsky,Flyweight
0,James Moontasri,Cody Pfister,James Moontasri,Lightweight
0,nc,Anderson Silva,nc,0
0,Tyron Woodley,Kelvin Gastelum,Tyron Woodley,Welterweight
0,Al Iaquinta,Joe Lauzon,Al Iaquinta,Lightweight
0,Thales Leites,Tim Boetsch,Thales Leites,Middleweight
0,Thiago Alves,Jordan Mein,Thiago Alves,Welterweight
0,Miesha Tate,Sara McMann,Miesha Tate,Women's Bantamweight
0,Derek Brunson,Ed Herman,Derek Brunson,Middleweight
0,John Lineker,Ian McCall,John Lineker,Flyweight
0,Rafael Natal,Tom Watson,Rafael Natal,Middleweight
0,Ildemar Alcantara,Richardson Moreira,Ildemar Alcantara,Middleweight
0,Thiago Santos,Andy Enz,Thiago Santos,Middleweight
